X1_f1,X1_f2,X1_f3,X1_f4,X1_f5,X1_f6,X1_f7,X1_f8,X1_f9,X1_f10,X1_f11,X1_f12,X1_f13,X1_f14,X1_f15,X1_f16,X1_f17,X1_f18,X1_f19,X1_f20,X1_f21,X1_f22,X2_f1,X2_f2,X2_f3,X2_f4,X2_f5,X2_f6,X2_f7,X2_f8,X2_f9,X2_f10,X2_f11,X2_f12,X2_f13,X2_f14,X2_f15,label,perm_1,perm_2,perm_3,perm_4,perm_5,perm_6,perm_7,perm_8,perm_9,perm_10
0.030684212544816073,0.9876150476855579,0.00012510880440699896,0.6284323976784233,0.00358180626150515,0.9998325962405709,0.07886858872780708,0.9992251801321139,9.087417606409166e-06,0.2,0.0,0.9242410482089468,0.4841960734742636,0.0,0.16666666666666669,0.36722458196961083,0.18171465460035213,0.2857143,0.13189094583061978,0.0010398758250137166,0.0,0.0,3.635062997555898,3.562108660009389,2.661676057801553,2.5738686865376397,3.391808903501952,3.229440023927131,3.4491082826551986,3.3296817849807248,3.915122360050305,3.351442348243488,3.394557141249368,2.571688095055807,3.1196877817265327,2.150228098789585,3.88984178236892,-1.0,602.0,1253.0,976.0,619.0,952.0,854.0,374.0,195.0,725.0,491.0
0.018095876430434074,0.953393885653393,0.0018035544611013246,0.9712602089875408,0.001992600710093791,0.9998095908215946,0.0007138923165710255,0.9998278875009792,1.6784419874014399e-06,0.2,0.9264202650288835,0.0,0.049406501412512044,0.2,0.16666666666666669,0.41333113865320364,0.4083111569658023,0.4,0.40114675437426417,0.03557364936980993,0.0,0.0,3.968640713945164,3.669254400042197,2.9559016774103926,3.3840803778096435,4.25409687090726,3.9388160610220373,4.524936954079636,3.6496118843841154,3.6778368582986887,4.13225408490651,3.9362846069101183,2.4966087621844397,3.586408802194941,2.4417148677363962,4.848433839052664,-1.0,1082.0,1058.0,1083.0,1273.0,704.0,412.0,734.0,132.0,186.0,91.0
0.014948744210484916,0.9146401454911454,0.00708481745814867,0.5913233725399512,0.046434214477228015,0.9954758975964415,0.16997347368007165,0.9810877181310436,0.0018804460856381875,0.2,0.0,0.8544874505220309,0.48142746967914735,0.0,0.16666666666666669,0.37514411048517915,0.4057466032114901,0.5,0.1226229384106752,0.000850134488172232,0.0,0.0,3.692813643163912,3.6342096983074152,2.860826638471625,2.723807604390834,3.714311283992566,3.477114825674718,3.771041783800878,3.3929089106307484,4.04474241752146,3.4567734785749953,3.3489553717698155,2.786353399329633,3.2956661271920407,2.212322065082537,4.1512941783723,-1.0,1180.0,1115.0,880.0,1119.0,4.0,90.0,1258.0,98.0,1059.0,515.0
0.014161996954788914,0.9331454691639036,0.0045236243959847836,0.967710914345812,0.003396700459956551,0.9996534515828005,0.0010605896436773157,0.9997697344036228,7.574787479153647e-06,0.2,0.9003380464570274,0.0,0.05000021416766348,0.2,0.0,0.39089843048334894,0.4742677876779055,0.2,0.30983230352908925,0.014667662248184167,0.0,0.0,3.786887469355526,3.3530773520469883,2.7393003926649917,3.197639404827241,3.976179900592728,3.675363410117086,4.221750466643425,3.6075244352237443,3.3195316025482566,3.958717200965168,3.7919810278471258,2.2933405526518964,3.403613692025006,2.305524525819055,4.5838039375993045,-1.0,491.0,1174.0,913.0,1014.0,583.0,742.0,439.0,303.0,737.0,463.0
0.05743610866612049,0.8841096081480336,0.004176759064850218,0.8385491636490866,0.008334002346910627,0.9995533689651784,0.008391488644125622,0.9994661607670597,1.705931099094496e-05,0.2,0.9726353612853492,0.9879499063437214,0.26128173947670874,0.2,0.5,0.40118761794318863,0.17031345678889687,0.1111111,0.2737134985666436,0.009705137778604283,0.0,0.0,4.166553856336108,4.172671127754744,3.0445973592600097,3.4639412434052517,4.511017582706995,4.008417850659253,4.419748525366359,3.991339741837764,4.576977914085378,4.537022535049137,4.230740301585428,3.2436667893284308,3.7951404676461267,2.7210016048104424,4.805710507450583,-1.0,848.0,1014.0,486.0,1281.0,1205.0,521.0,1144.0,905.0,217.0,435.0
0.02753856737235122,0.85958464860324,0.01185574168517944,0.9114387360106223,0.010539154553327443,0.9989127164436041,0.004843310717031802,0.9993228208095606,5.4231650646313286e-05,0.2,0.9776852437503495,0.9616532852676414,0.18251876600738845,0.2,0.16666666666666669,0.3956533150792258,0.24552128016164648,0.1428571,0.25575719574465533,0.007769827772579197,0.0,0.0,4.016241756671075,4.068202542511046,2.7980235685380648,3.2088692595863675,4.346475048881701,3.825920108846982,4.340040581834023,3.999719208353517,4.271875135868535,4.30243104611207,4.151938357484545,2.9726919508794363,3.5385775046819865,2.677140636647934,4.717526065384928,-1.0,628.0,295.0,99.0,349.0,286.0,973.0,354.0,556.0,417.0,646.0
0.006294078283583615,0.7647767828062432,0.09677449848997231,0.7632257447263285,0.1323086012941621,0.9380732893939385,0.10108853847146423,0.9443480783356865,0.027218832231631535,0.2,0.0,0.0,1.0,0.0,0.0,0.4318808332005652,0.7662535473908406,0.3333333,0.10000297702429574,0.000494923446456797,0.0,0.0,3.657764941415037,2.8758438088117066,3.4611249992434003,2.9352736236893935,3.5400496655440112,3.7199633350477366,3.9363845480633244,3.5889892868806115,3.2376861451921655,3.655318377362579,3.2395323039003157,2.947336577399536,3.2388942355904264,2.6325697552296856,4.112493090023794,-1.0,811.0,971.0,1188.0,389.0,372.0,385.0,42.0,358.0,72.0,400.0
0.028324196588642356,0.7641537983065849,0.03248539911320044,0.5351395085831054,0.08730936076183289,0.9862482241311709,0.13064842094536253,0.9758621833898291,0.00394082906300665,0.2,0.0,0.9240107591776782,0.4806216309571644,0.0,0.16666666666666669,0.4042321951723986,0.26985924434234626,0.1666667,0.09692291076358135,0.0004568827028242087,0.0,0.0,3.47029175239985,3.256763955989028,2.607819569403334,2.5085841344550692,3.337447618418294,3.1993085614957915,3.25016063330861,3.1697854935420557,3.7022128615823973,3.2528190580102505,3.1546926943620015,2.5892355252273083,2.9932469798354626,2.1019948624365714,3.6980738408024725,-1.0,66.0,725.0,766.0,949.0,598.0,995.0,1083.0,1262.0,150.0,1105.0
0.01652207349437866,0.77480820535725,0.04608303702837471,0.8824275118583219,0.03289441650532217,0.9923346979248256,0.012885363749164188,0.9963495183930904,0.0008557838273496953,0.2,0.8941068752641438,0.0,0.05119331222689085,0.2,0.0,0.44307085924569695,0.4240000763470149,0.2,0.1761067953233487,0.002408420373700691,0.0,0.0,3.56876494851162,3.079163670788268,2.5419293843691246,3.0391821062444118,3.900777884868089,3.5921503013533282,3.959383191399652,3.347609265338348,3.153257582050176,3.8347967726804524,3.519457180302903,2.1824312257787404,3.2411612726498924,2.191905567794898,4.345564665728744,-1.0,743.0,780.0,89.0,907.0,354.0,704.0,1256.0,1200.0,537.0,239.0
0.07632062035179732,0.7429600485757479,0.01598473611627319,0.9747092427343191,0.0025399517520385793,0.9997362320991656,0.00019060451804651338,0.9998484590370218,1.1277129516414842e-06,0.2,0.9911243057305303,0.0,0.05076021995724161,0.4,0.0,0.41402284190952876,0.12789876804155786,0.1,0.22927125676119142,0.005461486413213374,0.0,0.0,3.586993771961905,3.1592231593368143,2.4158643780632487,3.1459468097398844,3.8114649091355233,3.544223816288614,3.8388406446751295,3.407603570578061,3.049413793155384,3.8970669414654897,3.822057951361252,2.0739913857878944,3.1895321244284873,2.282587626548667,4.255408415869568,-1.0,201.0,130.0,788.0,521.0,159.0,502.0,480.0,1175.0,138.0,857.0
