@relation svmguide3

@attribute X1_f1 numeric
@attribute X1_f2 numeric
@attribute X1_f3 numeric
@attribute X1_f4 numeric
@attribute X1_f5 numeric
@attribute X1_f6 numeric
@attribute X1_f7 numeric
@attribute X1_f8 numeric
@attribute X1_f9 numeric
@attribute X1_f10 numeric
@attribute X1_f11 numeric
@attribute X1_f12 numeric
@attribute X1_f13 numeric
@attribute X1_f14 numeric
@attribute X1_f15 numeric
@attribute X1_f16 numeric
@attribute X1_f17 numeric
@attribute X1_f18 numeric
@attribute X1_f19 numeric
@attribute X1_f20 numeric
@attribute X1_f21 numeric
@attribute X1_f22 numeric
@attribute X2_f1 numeric
@attribute X2_f2 numeric
@attribute X2_f3 numeric
@attribute X2_f4 numeric
@attribute X2_f5 numeric
@attribute X2_f6 numeric
@attribute X2_f7 numeric
@attribute X2_f8 numeric
@attribute X2_f9 numeric
@attribute X2_f10 numeric
@attribute X2_f11 numeric
@attribute X2_f12 numeric
@attribute X2_f13 numeric
@attribute X2_f14 numeric
@attribute X2_f15 numeric
@attribute class {-1.0,1.0}

@data
0.0157356236481795,0.9474043879804912,0.0022185162731874,0.983290505630488,0.0014044944208222,0.9998345888843996,0.0002512745847756,0.9998509484295895,6.125783010557007e-07,0.0,0.9575310327570072,0.0,0.0609845631631639,0.0,0.0,0.4297023063498223,0.3411961171790719,0.0,0.4274729956203126,0.0444501851486486,0.0,0.0,3.655577718878012,3.2232719871088986,2.5644216817919108,2.8189225527489667,3.595479119094511,3.449649254003224,3.978878710443977,3.390292737782497,3.1014047393047366,3.797411797514472,3.737148641123633,2.0912085553764115,3.097033502344399,2.2222092590213816,4.4359997287917015,1
0.0149490195896486,0.6787704988304412,0.0860154191741108,0.6456852172366983,0.1287659521962757,0.9608227780115494,0.1077241588330243,0.9614735407843544,0.0122183697355199,0.2,0.9262411805507108,0.0,0.1821427360016884,0.0,0.1666666666666666,0.3710331461222452,0.3869939983925293,0.4,0.1054136609875504,0.000567326348746,0.0,0.0,3.362304846702308,2.920805625667497,2.5613721551367465,2.9054207842127164,3.95603201915453,3.548545113093309,4.012563546039399,3.019087225554563,3.2657187519353243,3.806974382564457,3.159670430032444,2.275231815085457,3.1039867899415685,2.1440238489208947,4.278089826790466,-1
0.0141619969547889,0.9331454691639036,0.0045236243959847,0.967710914345812,0.0033967004599565,0.9996534515828004,0.0010605896436773,0.9997697344036228,7.574787479153647e-06,0.2,0.9003380464570274,0.0,0.0500002141676634,0.2,0.0,0.3908984304833489,0.4742677876779055,0.2,0.3098323035290892,0.0146676622481841,0.0,0.0,3.786887469355526,3.3530773520469883,2.739300392664992,3.197639404827241,3.976179900592728,3.675363410117086,4.221750466643425,3.607524435223744,3.3195316025482566,3.958717200965168,3.7919810278471258,2.2933405526518964,3.403613692025006,2.305524525819055,4.5838039375993045,-1
0.0157361578837572,0.4861811476366492,0.235793847399809,0.9481082107595964,0.0319914068669132,0.9835164835111538,0.0025376462842627,0.9983159975441844,0.0008412582887856,0.2,0.8771093020721561,0.0,0.0560094536027226,0.2,0.0,0.4706132375759739,0.6704226173325504,0.5,0.1371457398782327,0.0011605066799217,0.0,0.0,3.619419710498871,3.111133468875874,2.8410732881172667,3.194524020802651,4.3795221508761575,4.005924218786375,4.363020432677968,3.4509319931625657,3.3311532702641498,4.02136462788295,3.4158729584964678,2.625637707104943,3.3462478913128737,2.5272125226888087,4.67044182430506,-1
0.0763176462568286,0.7903728279504297,0.0078377951375426,0.5079240522384313,0.0252239018249435,0.9988240014638478,0.0445662853941479,0.9976719722977304,9.723727360023004e-05,0.2,0.0,0.9072499342610536,0.3678854567769505,0.2,0.1666666666666666,0.8601627790281529,0.1458437155686728,0.3333333,0.1989560337359162,0.0034963530942384,0.0,0.0,3.862935791386653,3.871900366373763,2.7519336161376606,2.542352016388876,3.847465774183663,3.637506191385697,3.38772599786334,3.220893297476174,4.079033402625762,3.34053183497387,3.407371966250132,2.540286019199263,3.261873391342361,2.210819026147388,3.853512919808079,1
0.0314706568834319,0.7645815585291091,0.0293935460911281,0.8446552234177318,0.0266443758412542,0.996167553432564,0.0131523246104281,0.9976818062876764,0.0003234933489381,0.2,0.9374555820332028,0.8952932072844544,0.0920736042585498,0.4,0.1666666666666666,0.3414605984302531,0.2853874950910438,0.0,0.191890447352133,0.0031272581923797,0.0,0.0,3.861483744956153,3.79444754661623,2.60506024530022,3.269126920714952,4.225160924494283,3.698312141513629,4.046207150463634,3.8789249269724686,3.939809449486389,4.204729783282819,4.042081360829948,2.8356749452172068,3.569987714300041,2.476579126947151,4.497920861770975,-1
0.0173091512050711,0.6586246051765022,0.0980539834682556,0.5740793970538994,0.1659679968957873,0.945844589079456,0.1572942509950619,0.9397354904553926,0.0205224388676104,0.2,0.0,0.8433268887928708,0.443031996133237,0.0,0.1666666666666666,0.6098735428377512,0.3874931300759652,0.0,0.1021698583905699,0.0005230472681088,0.0,0.0,3.5566803485003304,3.137486435284495,2.786043370114244,2.6288625236591643,3.445682689356621,3.372406726165415,3.230657277416495,3.1826062860036144,3.6897084453493503,3.2241659123690023,3.085812050571464,2.7312962099828177,2.9976196147597025,2.220212907951243,3.7210904645586953,-1
0.0165226077299563,0.665841765059231,0.0960941959582914,0.791619147261887,0.0812715779576525,0.9734827341499184,0.0382452418901111,0.9852397904383186,0.0049954341181685,0.2,0.9491838279681984,0.8342727534945896,0.5233331880641614,0.0,0.0,0.3889161795076887,0.2817136871895461,0.0,0.1167775858225333,0.0007445105606158,0.0,0.0,3.6558121312429863,3.425895101297224,2.728622661736436,2.797166449600689,3.972864122829794,3.533309591374438,3.9953969643771554,3.760938952364046,3.7548230112565815,4.106606602935495,3.718139607618209,2.846541437689675,3.053039372560023,2.7176650215102263,4.27713458042566,-1
0.0660921569964238,0.542143233811026,0.0573372853719526,0.9482900476921494,0.0091214275586378,0.9986555465694048,0.0008312030181662,0.99972488091114,2.070048913270241e-05,0.2,0.9950204597962264,0.0,0.0500869862750521,0.6,0.0,0.4315490592903396,0.1479291395116196,0.2,0.1899243420430141,0.0030299449903941,0.0,0.0,3.5264166807230035,3.1475042463503238,2.393719262188007,3.2355011473468265,3.982790439849882,3.6905931834180175,3.8230059684681823,3.385052085579162,2.979366245749749,3.9622394069864177,3.814415947882672,2.1532566984802743,3.276696351326127,2.33073841391718,4.2526748236765615,-1
0.0212431408323818,0.7770424521244748,0.035524341506082,0.7168530452712956,0.0615800345840337,0.988792112851982,0.0591757487095576,0.98729782945717,0.0023835285637198,0.2,0.9536625543350724,0.96446563793421,0.3349676237954608,0.2,0.1666666666666666,0.4426651773163024,0.2991417235913844,0.1428571,0.1329262117988934,0.0010628664518305,0.0,0.0,3.900124651225752,3.8940196306840233,2.7819482124184165,3.0910295762909974,4.390371791414527,3.786463896713492,4.210945280672571,3.8640488620769182,4.190785976463713,4.283617926523895,3.931027066043901,2.99175108598158,3.5128600520397706,2.6109395652921124,4.548038278272886,-1
